Reference,Content,Reaction,Comment,Share
99877,"Im doing a project and this phd student that was assigned to supervise me is massive piece of shit. He refuses to teach me anything, telling me to just to search shit on the internet and is just extremely smug and unpleasant in all of my interactions with him.Should i report him to the prof?The problem is hes abit of a prof's pet and i dont know the prof well, so this might derail my project but i really dread every single interaction with him.-#99877: https://www.nuswhispers.com/confession/99877","['Like: 18 people', 'Haha: 3 people', 'Care: 2 people']",0 Comments,20 comments
99882,"Hi guys, I really need your advice. My bf and I have been together for about 11 years now, we met each other in our secondary school days. Things started to take a turn a few years ago when he suddenly got addicted to gambling. He was very heavily in debt and I have to step in to help clear it up. It totaled to about 40-50k and cost me my whole savings. It was an on-off addiction so during like the 3/4th time when he went back to gambling, he wanted to break off with me because he felt that he was pulling me down. But I really couldn’t let him go because I know that If I were to leave him then he’s really all alone and I just couldn’t bear to do that. He worked really hard to quit off his addiction for me, and was finally about to cut it off completely this year. I know that during all these times, he was super stressed up with money issues so I told him, don’t worry about it, I’ll take care of it so he can just earn as much as he can while on his delivery job. The problem is that he currently has a lot on his plate, so much so that his monthly income couldn’t cover his expenses. He has to pay for his house bills, his work bike and his other sport bike for leisure. So as and when he doesn’t have enough, I’ll lend him the shortage and he’ll return me the following month when he has enough. The problem is I only take home about 2k per month and after I deduct like monthly expenses and allowance for my parents, I really don’t have much left. His COE for the sports bike is due next year and I told him that maybe we should renew the COE and sell off that bike because we really couldn’t afford it. But he said that riding is his passion and the only thing that is making him happy and he doesn’t wanna give it up. The problem is we don’t even have enough for the COE renewal and needs to loan from the bank, which is gonna add on to our monthly expenses. When I bring up about the money issue, he mentioned that I’m no longer supporting him as I used to before. I told him that i still am but we got to start thinking of the future and can’t be like this forever. He said that I’m stressing him and if I ever bring this up again he’ll break up with me. Am I doing it all wrong?Honestly, even as I’m writing this, I’m on the verge of crying because I just don’t know what to do. I can’t talk to anyone about this, not even my friends or family.. Please help me out-#99882: https://www.nuswhispers.com/confession/99882","['Like: 45 people', 'Sad: 29 people', 'Haha: 9 people']",104 comments,13 shares
99875,"I need some advice. At age 37 my bf is only at the executive level. he earns around $4500 a month. I expect him to earn around $15k a month for a director-level position. At his age, he should be a GM/Director by now but he is just a lowly legal counsel with low pay working for an SME business with little to no benefits.Should I leave him? Should I look for something better for myself? I am a 23-year-old local Chinese. And I still feel that I have a future unlike him. I don't want to waste other opportunities for other men to provide me a better life. FYI he took a year just save up for a Gucci Bag. How pathetic is that? We have been together for 5 years and I had not seen him get a promotion or increment since then. Girls and Guys please help. my BF is a local guy Chinese-#99875: https://www.nuswhispers.com/confession/99875","['Haha: 239 people', 'Like: 119 people', 'Wow: 31 people']",428 comments,106 shares
99873,"AITA for refusing to give my parents money while I'm still in university?I'm 25, working ft while also studying pt. My parents are both working and I don't take any money from them ever since I started working pt jobs in poly. Though I don't pay for household bills, I do pay for my own phone bill, insurance and my own daily expenses (food/groceries/toiletries etc). I understand it's a nice gesture to contribute some allowances to parents when you're working so as to show respect and love for all the years they've brought you up and also because I'm still living with them. I do hope to do so in the future when I'm no longer studying. However, my mum is upset that I don't give them any money now. My take home is only about $1.7k and I'm paying for my uni fees solely by myself while also trying to save up for my future needs (house/marriage etc) because I know I cannot depend or expect them to pay for these. But when I tried to explain it to my mom, she started lamenting on how tough her life is and how hard it took for her to raise me. I love her and would love to contribute an amt to the family next time but I feel like I cannot afford to do so now while I'm still in uni. But everytime I talk to her, her words make me feel like i'm an unfilial child. Moreover, it doesn't help that my generation now is so caught up with investing and saving. Honestly, I feel so stressed. I wonder what those in my generation do with their money. I've read that some give their parents more than 50%, some give 20% and some dont give at all. Am I the asshole for not giving money to my parents?-#99873: https://www.nuswhispers.com/confession/99873","['Like: 18 people', 'Sad: 7 people']",29 comments,4 shares
99864,"Since young, I witnessed how my paternal grandparents treated my mum,  and my dad had never once utter a word to help my mum. He will either pretend to sleep or played his phone.To his parents, he is a good son. To my maternal grandparents, he is a bad son-in-law because he scolded them vulgarities, he doesn't like us to visit them ......I remembered when I was in my teens, my maternal grandparents always bought groceries for us and my dad had never once said thanks.  To my mother, he is a husband by name. He has never help out in housework, he doesn't know how to cook etc. He expected food to be served ready for him on the table. He will never touch the fish or chicken drumsticks unless my mom deboned the food for him. (His dad used to do that for his mom and him before he married) He refused to eat outside food and expected my mom to cook every day after back from work. My mom has stopped arguing with him because of us. I am 20 this year and I seldom talk to my dad. To me, he is just a person who paid for my school fees and my daily necessities. I have a boyfriend now and I am afraid to get married when I am older. I don't know will my future partner be like my useless dad.-#99864: https://www.nuswhispers.com/confession/99864","['Like: 36 people', 'Care: 27 people', 'Sad: 22 people']",28 comments,6 shares
99862,"I grew up in a very rich family, with parents who took a very cavalier attitude towards my education. All I remember them telling me as I was growing up was that I just had to aim to pass.Nevertheless, I was bright and I wormed my way into RGS.For some reason, I ended up doing really well in humanities (because I loved it a lot) and at no point did it occur to my parents that I was pursuing a track that would’ve been of very little practical use to me.I graduated from Brown University summa cum laude with a degree in History. My dad’s business was destroyed in the past year (I think he’s in commodities although I was never really interested in what he did for a living). I honestly have no idea what to do with my degree now.I’ve spent the last 3 months self-learning front-end development. Turns out learning programming to a useable level has been pretty easy for me. My first freelance job referred me to my current project, which pays me $2000 a week. But I honestly don’t like the work and I don’t see it as a long-term solution. Is it a waste of time to work for an organization like MFA as a non-scholar? i.e Is there a glass ceiling for those outside of the inner circle?-#99862: https://www.nuswhispers.com/confession/99862","['Like: 16 people', 'Wow: 5 people', 'Haha: 4 people']",14 comments,3 shares
99857,"Hi admin, hope you can share this to help me gain some clarity.. Can anyone give me some context on how the hookup culture is like in Singapore? I come from a traditional family and was not exposed to this culture growing up as the friends I make are generally of traditional and religious upbringing, similar to me. After entering university, i realised many of my university friends/acquaintances are in fact engaging with hookups rather often. I’m a little embarrassed to ask them myself but is it normal for people to be hooking up with someone new every 3-5 days? Recently i have come to know a nice guy who have taken an interest in me too. However, he disclosed that he had been hooking up with many girls for about 9 months, prior to meeting with me. I’m honestly not sure how to feel about that and did not pry too much into the details as im afraid of what i might hear. While i do have an interest in entering a relationship with him in the future, the idea of him sleeping around with multiple girls in the past seems rather disturbing, and some of the girls happened to be in the same course as me too. My friends however, told me that its almost impossible to find someone who has never hooked up before at our age range, and i should learn to be more open towards this. Do people and guys in particular, really not get emotionally attached after engaging in such an intimate act with others? Can the mind really detach itself from the body when one is hooking up? I find it hard to understand but if anyone can share some advice…-#99857: https://www.nuswhispers.com/confession/99857","['Like: 20 people', 'Haha: 9 people', 'Wow: 3 people']",31 comments,5 shares
99852,"Just found out that one laundry room in PGPR services multiple blocks. The machines are always full even at 3/4am because there are so many people in every block. Yet, there is a laundry room every other floor in cinnamon. Seriously pissed at this school. People only come to NUS for the name, but in NTU the school actually supports its students. Anyone else in PGPR tired of waiting hours and walking long distances back and forth just to check on the machine availability??-#99852: https://www.nuswhispers.com/confession/99852",['Like: 3 people'],0 Comments,4 comments
99841,"Hello sorry if this post sounds desperate but I really need some help. I'm having trouble getting any time to myself. This sounds like a small matter but it's slowly driving me crazy.I'm a single female in my twenties living at my parents house. The house is small and at every possible minute there's always someone at home. My siblings are younger than me and my mother is a housewife. My parents don't allow us to lock the door, and even though I close my room door someone is always barging in suddenly without knocking, and always leave without closing the door. I can also hear my family members talking and laughing and the television (with surround sound speakers) clearly through a closed door.Unlike my family, I am not a people person. I hate interacting with people and avoid it at all costs. I have no close friends and don't go out except for work (now WFH so don't go to the office much) and necessities. I buy almost all of my stuff online. I can spend days without leaving the house at all. I don't know what's wrong with me. I'm tired of the noise at home and really really need some me time. I just want a day where I can meditate and relax without anyone interrupting me. Just 6-8 hours will do. I need some ideas of where I can do this. I've thought about booking a hotel but I can't stay overnight as my parents don't allow it. If anyone has any ideas please leave a comment. Thank you.-#99841: https://www.nuswhispers.com/confession/99841","['Like: 18 people', 'Care: 12 people', 'Sad: 4 people']",36 comments,3 shares
99832,"I did not contribute to the group at all, and after the project has been submitted, I called the professor and told him that I tanked all the work. In the end, the entire group got C- and I got an A. I told my group that I got C- as well. #lifehacks-#99832: https://www.nuswhispers.com/confession/99832","['Like: 86 people', 'Haha: 83 people', 'Wow: 24 people']",41 comments,60 shares
99827,"I am an alumni from mech engin working in the aero industry.But as we all know, the aero industry is kinda dead in SG for white collar folks (probably even before COVID-19) and it is better to jump into a new industry.I am now doing a Google Data Analytics programme via Cousera to understand a bit of SQL and R programming. I will probably move on to play around with Python too. But now, I'm thinking if I should also enroll myself into the NUS Industrial System Engineering Masters course and pick up some reliability engineering stuff.Don't know if knowledge in Data Analytics + Reliability Engineering can be useful to get a new job in other industries such as electronics, marine, construction/ logistics equipment maintenance or building & infra.-#99827: https://www.nuswhispers.com/confession/99827",['Like: 4 people'],0 Comments,2 comments
99825,"Are mech engin people kinda screwed these days? It seems like the good prospect STEM jobs that pay S$60K< per year these days are usually those to the likes of Computing/ Software Engineering, Data Science, Data Analyst and Information Systems related jobs. Maybe the only likely job for mech engin people that can command such pay will be those facilities management/ building & infrastructure jobs. I've been doing some checks on the job market out there and although there are lots of posting for mech engin jobs in SG, most of them fall in the maintenance and/ or manufacturing jobs, and are only paying something to the likes of S$40K or at most S$50K on the good side.Perhaps the only way to get a better pay is to re-skill and start over for most mech engin folks after all.-#99825: https://www.nuswhispers.com/confession/99825","['Like: 14 people', 'Care: 2 people']",7 comments,6 shares
99821,"Dear Prof Ben. I need some love advice too!When did you know your wife was ""THE ONE"" to marry? I am in a first relationship so I don't really know what does ""love"" feel like. Am I just infatuated? lust? is it just companionship? Did you ever live with your then GF before deciding to marry her? I kind of feel that living with someone to get to know their living habits at home, the little things they do at home, is important. Like I dont think I can live with a heavy snorer LOL-#99821: https://www.nuswhispers.com/confession/99821","['Like: 13 people', 'Care: 1 person']",14 comments,2 shares
99820,"For those who are married, especially with kids, how many of you have this 1 special friend of an opposite gender who are stayed quietly in your heart? Who, this person could potentially be your better half, who could potentially be your child's dad/mum? Whom you some times regret or thought about whenever you fought with your spouse?     For me, my marriage made us became forever friend or (maybe) until I'm spouseless again. This special friend, has always been there regardless I'm single, attached or married with kids.  This person has always been emotionally supporting behind my back for the last 2 decades and counting.  It was regretting we really missed many turns in the past. In case you are wondering, this friend knew what is right things to do and has never cross the fine line beyond friends zone whenever I am attached and married now. A great loyal love from this friend to the extend no one can enter his/her heart since confession 2 decades ago. A casual conversation and reassurance ""I will always be there for you whenever you need me"" spoken so smoothly despite their heart is bleeding as I can never be theirs.  I just wanted to say thank you for your love, it hurts me for not able to reciprocate back the same. If there is really such thing as next life, I hope to be yours and not make you love until so torturous.-#99820: https://www.nuswhispers.com/confession/99820","['Like: 49 people', 'Sad: 23 people', 'Haha: 9 people']",32 comments,13 shares
99819,"Can I have your thoughts on this? I once went together with my friend to her group of friends. They consisted of 1 guy in his 50s and 3 girls, including my friend, who are in their 20s.They would normally hang out at the ""uncle's"" house (the 50 year old) from in the morning till midnight. What concerns me is that the uncle seems to overly concerned about their weight, and like making fun of them when they are gaining weight. Other than that, it seems like they normally play games in the afternoon then have a talking session in the evening, in which the uncle just listens. (Provides a supposedly listening ear and probably not simping or smth)He is single, and always buys the other 3 girls gifts. For example, flowers on Valentines, and a cat lamp on Christmas. FYI, they used to work in the same company and became friends eventually. What is that uncle's objective?-#99819: https://www.nuswhispers.com/confession/99819","['Haha: 17 people', 'Like: 13 people']",0 Comments,35 comments
99817,"Here's a quick tip! Do you know NUS has a website that lists all found lost items? Check it out if you've lost something, somebody might have already found ithttps://secure.repoapp.com/public_items/BB20556C-#99817: https://www.nuswhispers.com/confession/99817",['Like: 1 person'],0 Comments,0 Shares
99812,"Ladies, i need advice on what to do when you really hate a certain group of people that your partner hangs out with.For context, i came to know from a mutual friend that these 2 friends of my boyfriend's have been bitching about me . My boyfriend is aware of it as well. These 2 guys are obnoxious sexists who diss their girlfriends, their friends' girlfriends and generally almost the entire female population, and even claimed that females only exist for the purpose of reproduction. I also found out that when my boyfriend meets up with them, they bombard him with bad points about me (some are true and some are made up stories) as if they are trying to destroy our relationship. I'm sure i have not offended them in any way, maybe just a little hostile towards them due to their narcissistic characters. While i do not wish to be the petty girlfriend who controls who my boyfriend chats/hang out with, i find myself getting bothered that he actually chose to engage with that kind of friends. Y'know when you rant to a genuine friend they will empathize and offer solutions, but this kind of friends just add oil to fire and sprout some nonsense they do not have to take responsibility for. I openly told my boyfriend that i do not like that those friends are not respecting me and our relationship, but he kind of brushes it off. I know that i can stand up for myself by confronting the friend but at this point i do not want to do it without his knowledge first.We have plans to BTO soon but I'm not sure if this issue will become a big problem in the future. I'm not so confident that my boyfriend will continue to love me the same if he constantly hears negative false rumours about me. What if he chooses to believe those friends instead  Thoughts?-#99812: https://www.nuswhispers.com/confession/99812","['Like: 13 people', 'Haha: 5 people', 'Care: 1 person']",26 comments,2 shares
99810,"Why are people under the impression that just because FAANG pays a lot, it means SWE jobs all pay a lot?There are many jobs out there that pay a lot. IB pays a lot, consultancies pay a lot, a lot of things pay a lot of money, not just SWE.Stop putting SWE on a pedestal because the majority of software engineers out there do not earn a lot of money, work long hours, and they can be fired at any time. This is the reality of SWE. Only the best make it to FAANG, and even at FAANG if you’re not good you’re out. It’s a highly competitive field filled with very very smart people. And very very smart people will earn a lot of money whichever field they’re in.-#99810: https://www.nuswhispers.com/confession/99810","['Like: 29 people', 'Haha: 5 people']",16 comments,1 share
99807,"I abstained from the conversation about YNC's closure but as a member of the first-ever graduating class of the college I just want to remind us all that while the emotional impact of the closure of our school is akin to that of losing a loved one, not all of us are emotionally affected by the decision to the same degree. I'm sure most YNC graduates are like me, i.e we know that our lives are probably not going to be impacted much as our diplomas still bear the name of NUS. The accusations that YNC trains their students to be whiny about small things isn't true in the slightest, Singapore does.To all my fellow YNC alumni, let's not try to whitewash the fact that part of the reason we chose (or our parents chose) to attend YNC is because of the name, ""Yale."" I don't know many people who would have chosen to attend YNC had it been named Singapore University of Liberal Arts a la SUSS. It doesn't help to keep on overcompensating. If we really were that good, many of us would've taken the need-blind route to the Ivies.Let's just move on shall we. The incessant SJW behavior on these comments trying to justify your outrage isn't doing YNC any favours. Yes, the college is gone and there's some nostalgia. But don't pretend that we are annoyed for what this means for Singapore society at large. Every year hundreds of Singaporeans come back with Ivy League degrees. Even if we assumed that YNC students are of the same vintage as Ivy League graduates, Singapore will not be much different with 250 less of such ""talent"" each year. ICA can just as easily award 250 more citizenships for Ivy graduates each year.-#99807: https://www.nuswhispers.com/confession/99807","['Like: 23 people', 'Haha: 2 people']",0 Comments,2 comments
99805,Would seriously like to knowAside from looks and personality which degree/ profession do you find most attractive in a girl? 1. Business2. Computer Science 3. Law4. Medicine-#99805: https://www.nuswhispers.com/confession/99805,"['Haha: 20 people', 'Like: 11 people']",36 comments,1 share
99799,"Why does women whose husband had an affair outside always only blame the 小三 (aka mistress)?  When I was younger, I happened to date a married man. At first I didnt know he was married but I found out and he started to tell me the sob story about how his then-gf forced him to marry her by lying to him about being on pills. She got pregnant and said if he doesnt marry her, she will commit suicide. But he was not happy being with her and finds her to be super controlling and psycho. I was dumb then and of course, felt sorry for him. So we dated and eventually his wife found out.The only truth that he said to me was that his wife is indeed a psycho. She threatened me and forced me to apologize to her. At that time, she was pregnant with their second child so I also didnt want to agitate her, so I gave in and apologize to her. However, her husband got away with having an affair and I even heard they have a third kid soon after.Now that I am older, I wonder why did she blame me like it was my fault when it was HER husband who did her wrong. I also heard I was not the only ""affair"" her husband had. He even slept with her own friends and she didnt even find out. So to all married women out there, if your husband is not faithful, no matter how many women you chased away, he will still find someone to cheat on you with.-#99799: https://www.nuswhispers.com/confession/99799","['Like: 126 people', 'Haha: 29 people']",72 comments,21 shares
99797,"I finally ended my 2 years relationship. It was not promising to begin with. It was LDR and we mostly stayed in touch through zoom and Telegram. He was unhappy with me hanging out with friends and not stay at home. For some reason, he felt safer if I were to stay at home and have only few friends. He restricted me meeting my friends and also always wanting to know what I am doing. I am working while he is studying his msc in London. He failed to realize that as a working adult I don’t have the freedom to give timely report. I do know he is nice to me but his level of maturity is hurting me. My coursemates who served army seem to act more maturely.He always claimed that he kept his distance from girls yet they always comment on his Facebook. I was naive to believe and also kept my distance from guys. I am done so to any girls out there, you don’t have to make compromise in relationship. Find a guy who care about your emotion well being! To D: I know you are reading this and I hope that you let me go because this is suffocating me. Please don’t buy ticket back and try to salvage this relationship.-#99797: https://www.nuswhispers.com/confession/99797","['Like: 70 people', 'Love: 5 people']",14 comments,2 shares
99792,"I recently came across a comment by Prof Ben on F.I.R.E. I'm not going to agree or disagree with his statement but I just want to share my own thoughts and ask for some advice at the same time.I am quite into F.I.R.E, and it's not because of FOMO. I have wanted F.I.R.E even before I knew what it was about. My motivation though is that I'm lazy, which sounds contradictory since F.I.R.E is mostly about chiong-ing. I have a job which I'm relatively comfortable with, I won't say I hate my job, but I wish I never have to work at all. I am willing to trade off less enjoyment for less work. Instead of work hard play hard, I am more of a work little play little kind of person, and if I could I would go for no work no play but still can survive relatively comfortably. Obviously the world doesn't work in accordance to my wishes and I can only adapt to it.I'm aware that my motivation and reasoning may not seem healthy to most people, and I also want to have a 2nd choice in case F.I.R.E fails for me. So I'm asking for advice on how to ditch the lazy mentality.-#99792: https://www.nuswhispers.com/confession/99792","['Like: 14 people', 'Care: 1 person']",12 comments,1 share
99785,"Need some help understanding what the crux of the yale-nus saga is...As a commentator mentioned in one of the previous posts, collaboration with prestigious university is not a new thing, but most of the time it is formed under a new name eg. MIT + presumably NUS = SUTD, Wharton school of business + presumably NUS = SMU.Now how many Yale-NUS students would actually go to Yale-NUS if there isn't the word ""Yale"" in it? If its actually for instance Lee Wei Lin Liberal Arts College, how many people would actually gloss over it and how many people would attend?If you would still attend, then what is the loss? Your degree has been and is still backed by NUS. The curriculum according to NUS would be similar though changed slightly, and its common that curriculum changes as we have seen over the years.If its about the loss of the name ""Yale"", then its a matter of your pursuit of prestige failing. Perhaps NUS should not have over-sold / falsely advertise this programme by using the ""Yale"" name, and this whole saga might have been prevented if its called a different one from the start. But then again, its also arguably your fault for not being discerning.-#99785: https://www.nuswhispers.com/confession/99785","['Like: 11 people', 'Haha: 2 people']",0 Comments,10 comments
99783,"What has the kids in my alma mater (FoE class of 17) become? Why are they still ranting so much about this Yale-NUS abomination?Don't they realise that regardless if Yale-NUS continue operation or cease to exist, nobody is going to recognise them as the legitimate Yale grads and value them in the market for studying Liberal Arts anyway.Maybe they might even make their money spent more worthwhile after getting a diploma from Uptron UCL and a degree from SPU instead.-#99783: https://www.nuswhispers.com/confession/99783","['Like: 8 people', 'Haha: 3 people']",0 Comments,3 comments
99780,"Executive summary: ""Wake the fuck up."" - Pray Tell, Pose (Season 2, Episode 1)Dear project members,I get it. University is tough. Maybe you're overloading your semester. Maybe you've got CCA. Maybe you've got hall activities. Maybe you're not prioritizing the project because you don't give a shit. Hey, I get it, if you own it and you're self-aware, more power to you. I'm glad you have that personal growth. But maybe you can communicate it to your group members your current position ​so that we know what to expect from your non/marginal/full contribution, if any. If you have not noticed, this is not Xavier's School for Gifted Youngsters or Miss Robichaux's Academy for Exceptional Young Ladies - I cannot read your mind and I cannot divine your thoughts. Again, there's nothing wrong if you tell me ""Hey, I'm not invested because of XYZ."" I'd respect you more that way for having honesty. I don't remember signing up to be a part of a trashy TV series where I know what the character is supposed to do but still get frustrated when they don't do it. If I did sign up for a TV series, I would rather be in Xavier's School or Miss Robichaux's Academy. Sadly, there are very few people who are capable of doing that, and I am stuck in reruns of trashy TV series. I mean, if all of us can have great communication, maybe we'd be the utopia some of us have imagined society to be. I am not discounting those who have serious legit issues like mental health, personal issues or physical health issues. I understand that it can be troubling especially when emotions are at play. I take offense however, when people are gallivanting and then at the last minute, try to piece together a project. Or people put on blinders to focus on another module and then magically want to contribute at the last minute. The world does not stop. Manage your priorities and responsibilities. It does not surprise me to hear that sometimes, fresh graduates struggle when entering the work force. Some of the work ethics I see are neither grand prize worthy nor will they snatch any ballroom trophies. I can tell you for a fact that you can get fired for procrastinating. And yeah, maybe when you work, you are paid. So is that it? Money is your motivation? Or climbing the corporate ladder? Is that how you suddenly skyrocket and have that preppy zeal in your work? You're gallivanting now because you're on mummy and daddy's credit card? Or maybe you're complacent because you're on that scholarship and know that your future is secured and that maybe you just need to scrape through? Sink yourself all you want, I respect that decision. But don't bring any of us down. It really boggles me that some people can get amazing grades and have poor work ethics. Is it because you have your seniors or friends copy? Paraphrase the whole lot and submit it for that First Class Honours / Highest Distinction / A+ all in an hour or two? I would love to see how that strategy pans out in the workforce, when you are thrust into the company of strangers. Maybe that's why fresh graduates struggle. They procrastinated the growth they were supposed to have in university to the point that they flounder at their first few months. May the powers that be grant you your fate accordingly.Now, I wish I have a new remote. I'm so sick of this rerun.-#99780: https://www.nuswhispers.com/confession/99780",['Like: 20 people'],5 comments,1 share
99779,"Just wanna seek an avenue to rant. I got divorced in my late 20s, 5 years down the road, still earning a meagre 3.2k salary, no savings (all locked up in insurance), no capability to own a car, doesn't have a high flying career, standing at a mere 1.6m, it's just impossible to find love again. Bread can survive without love, but love cannot survive without bread. I'm still in the midst of upgrading my qualifications to get a better paying job, but till then, this is gonna be a long single lonely road. I too, crave intimacy, not just purely sex. I crave attention, would love being showered with care and concern, having someone there to be there thru good and bad days, cuddle through nights, holding hands while strolling, just being for there for one another. I've tried all sorts of dating apps, I don't get any swipes back. People have introduced their single female friends to me, but they are either away in a different country, or, they are snapped up along the way when their other suitors drives or earns way more than me. I don't blame them, I totally understand. Some tell me, don't look for love, let love find me. Given my current qualities, love will never find me if I don't find love. I am human, I too, need attention, care and love. I just hope someone special that sees the good in me, and overlooks that I am short, poor, not having a high flying career, does not drive. Life is like a game, on tough mode for men like me.-#99779: https://www.nuswhispers.com/confession/99779","['Like: 106 people', 'Care: 84 people', 'Sad: 38 people']",66 comments,18 shares
99773,"Hi guys, I'm a Singaporean graduating soon in a CS course overseas. I have an interview for a graduate software engineer role coming up. Any tips from local students on nailing the technical part of the interview? Also, what should pay should I be expecting in Singapore? Thanks in advance!-#99773: https://www.nuswhispers.com/confession/99773","['Like: 10 people', 'Care: 1 person']",7 comments,3 shares
99771,"Honest opinion. I don't know why people still want to hold a wedding when the number of covid cases are surging. I know wedding is once in a lifetime, but now the cases are surging high. I've two weddings coming soon, and tbh, I don't want to go because of the recent spike in cases. It's hard to reject when I'm the bridesmaid as well. I'm happy to see my friends getting married and all that, but now is pandemic. I've some friends who were responsible enough not to put everyone at risk in the name of 'showing off' and just cancelled the wedding dinner. Am I being selfish or what? I really don't wish to go but I know if I said I'm not going, it's going to break the friendships. I wish these couples had the decency to at least ask their guests if they're comfortable to come for their wedding with the spike in covid cases. At least I feel that I won't do such a foolish thing and put the people I love at risk. I'm prepared to receive comments that I'm a non-supportive friend but I'm not willing to risk my life and the lives of my loved ones. But no idea how to say I'm not intending to go.-#99771: https://www.nuswhispers.com/confession/99771","['Like: 17 people', 'Care: 3 people']",0 Comments,16 comments
99770,"I've been with my boyfriend for over a year now now, and things have completely changed between us ever since we started living together. In the past, we would never fight, and he would always treat me so well that I actually believed that he was the best guy who could never possibly exist. He never got mad at me and he would always be helpful, caring and understanding towards me, even in the extreme cases. I was always his top priority. He even went to the extent of purchasing a place when I had requested for it.However, ever since we moved in, he has completely changed. He spends almost all of his time at his desk (literally 9am to 3am everyday), refuses to go out at all on dates with me despite my requests, and pays little to no attention to me. Even when I request time together, he just uses his phone and is not that interested in talking. In the day, he ignores me most of the time and simply does his work. He gets easily impatient with me and nitpicks on things that he never had before. The way he speaks to me and treat me is completely different. Because of these, we fight very frequently and in the manner I never would have expected in the past. I feel quite lost right now, because he has been treating me like this for a few months now despite my repeated attempts to talk to him about it, even giving him ultimatums. Each time, he tries for the first few days and then just reverts back. I have completely given up on him ever changing and I want to leave this place. However, I'm stuck because when I had moved in with him,  I had wholeheartedly trusted that we would eventually tie the knot, and my mum had already rented out my room to someone else. Besides that, I am also reluctant to move from the beautiful home we now stay at which I had painstakingly helped design & maintain (there will be so many things to move and no where to go to). What should I do?-#99770: https://www.nuswhispers.com/confession/99770","['Like: 26 people', 'Care: 14 people', 'Sad: 12 people']",43 comments,11 shares
99767,"I don't know how to type out my whole story here. I just need an outlet to 'let out' whatever in me because I am really at the edge of breaking down. Please pardon me for all the grammatical errors. Mine is a shotgun marriage. Before married, I didn't really love him as we both were always fighting and quarrelling due to his insecurities and all. His characters are totally opposite of what I like for a boyfriend. I admitted that I was with him because I want to use him to get out from the memories of my ex.Not too long, we got married because he promised me that he will changed away his bad habits and going to be a good father towards our baby. After married, I really put in all my efforts to be a good mother and a wife. So many times, this man belittled me, I endured. Never help me out with anything, I endured.  He even had an affair behind my back. My heart is so badly wounded by him yet I still chose to stay on because of our daughter. After being a sahm for so many years, I want to go out and work but I am 43 this year. So many years away from the work field who will still want to hire me? I have no saving, not much work experiences. What can I do? I have no extra help to look after my daughter who is P4 this year. Told him to enroll her in her school student care, he said he has no extra money for that. I want to leave this unhappy marriage. It is killing me every day.-#99767: https://www.nuswhispers.com/confession/99767","['Care: 27 people', 'Like: 26 people', 'Sad: 12 people']",35 comments,7 shares
99763,"On the YNC merger:As a recent FASS graduate, I think it was unnecessary. Merging the Arts and Science faculties into a combined college, while forced, still had some merit for forcing science and arts majors to take a little bit of mods from the other side, and even my FASS seniors who work in Econs roles now welcome the move cos some of them are working in biomedical policy for the government and now are needing to self-study bio for example, to apply their Econs or GL knowledge to. But YNC already has such an interdisciplinary program for the first 2 years (which is why I avoided that place) and so I don’t see what merit comes from merging the two except for saving money and reducing admin costs. The USP was a residential program with extra modules to help people learn things outside their major but without forcing a full liberal arts platter on them, and had its own set of international double degrees (with Sciences Po, Waseda etc).These were 2 different programs that catered to people who wanted different levels of variety in their learning. FASS/FOS is at one extreme with deep focus on only one type of subject, USP is that + a bit more, and YNC is for those who wanted to dip into everything. So the mergers are reducing choice. I guess it all converges to wanting to produce graduates with more diverse skills, but that doesn’t mean the school has to handhold and force-feed diversity to every student (I believe that there will be more remnants of YNC than USP in the final product). As someone with no emotional investment in either program, I am now after 4 years in FASS, a big believer of interdisciplinary learning. But I don’t necessarily want to take exams for every kind of subject. Coming from FASS I never formally took any math or science after JC, but I self-studied calculus and biochemistry without exam pressure. I think students should be afforded this freedom than to have to do it because of rules.Ultimately the biggest skill one should take away from uni is the ability to learn things fast and without much handholding from a teacher. I think that outside of professional degrees, we just deserve to have a good 4 years honing that skill of self-directed learning in whatever content domain we like, and if you have more eclectic tastes, YNC and USP should exist side by side with the traditional faculties to offer the widest choice. If a FASS major really needed chemistry they can learn it when they need. And if a physicist needs to know Econs for managing research budgets they can learn it then. I would rather see NUS do more to offer continuing education credits than merge faculties.-#99763: https://www.nuswhispers.com/confession/99763","['Like: 33 people', 'Love: 3 people']",2 comments,5 shares
99756,"Is having a good chemistry in a relationship more important than having a loving/caring boyfriend? Have been together with my boyfriend for 4 years. In a stable relationship where there seems to be zero romance. Chemistry is good (same sense of humour and taste) however we no longer go on dates or even spend time as a couple. At some point it seems like he sees me as a friend.  He wouldn’t even bother to check if I am home when I am out with my friends and going home late (1am or later). Sometimes, we can even not meet for weeks and he is okay with it.  Is this normal?I feel tired of being the only one taking the initiatives to maintain the relationship. I want to know if i’m thinking too much or is this just a passing phase.-#99756: https://www.nuswhispers.com/confession/99756",['Like: 20 people'],26 comments,3 shares
