Reference,Date_Clean,Content,Comment,Share,Angry,Care,Haha,Like,Love,Sad,Wow,No Reactions,No Category,Advice,Ask Prof Ben,Funny,Lost and Found,Nostalgia,Rant,Romance
#102030,2022-02-28,"Asking for advice.Would you risk rejecting the first job offer that you received, to wait for the other job offer (the offer you prefer more) to go through reference checks before they are able to made an offer to you?Would the second job be not able to made the offer after all the checks, calling reference, etc? And in the end you end up with no offers because you have already rejected the first?What would you do? Any advice?(Given that you have to reject one before the other is able to even start to process the offer as they are from same company)-#102030: https://www.nuswhispers.com/confession/102030",0 ,10 ,0,0,1,7,0,1,0,0,0,1,0,0,0,0,0,0
#102025,2022-02-28,"I've been living at my cousin's place since covid. All along we've been quite close. We also work for the same company. Recently she told me she's interested in a colleague and have been text flirting him regularly. I didn't think much of it until I found out the guy she likes is actually my best friend's husband. Since I found out about this I've been pretty stressed out. I want to tell my best friend that someone is going after her husband. But if I tell my BFF, my cousin may kick me out of her place. If I keep quiet and if anything happens between my cousin and my bff's husband, my BFF may think I support my cousin's actions and break up the friendship. I've known my BFF for more than 20 years. We were sec schoolmates. I really treasure our friendship. I don't know why is my cousin so messed up right now. What should I do?-#102025: https://www.nuswhispers.com/confession/102025",21 ,3 ,0,5,0,4,0,0,0,0,0,1,0,0,0,0,1,0
#102021,2022-02-28,"I know there are a lot trolls here, but there a couple legit advice as well. So here goes, this is my rant. I'm male, engaged, working a decent paying job, renting a decent condo with my fiancé. Nothing too fancy, but we have enough. The problem is my fiancé has some deep insecurity issues whenever she's compared to her step-sis. Her dad remarried and she's brought up by her step-mom, who instill a damn fierce sense of rivalry with her step-sis.How this become my problem? Cuz when the topic comes up, she will start comparing everything in our lives to her sis. Don't get me wrong, I love her very much EXCEPT this part of hers. We gel well and everything is fine, but one hint of her sis will make everything go to s**t. She's normally a strong career woman, who is economical and logical. But once her sis comes into a picture, suddenly she transforms into this materialistic monster.Example: when we went for fam visit this CNY, I f***ing shivered when my sis-in-law arrived. This normally mild mannered woman will suddenly compete with her step-sis about LV bags, jewellery, engagement ring, me to the sis-in-law's husband. It's ironic that they're both women when this is nothing but a d**k measuring contest. Then the bomb shell reveal, my sis-in-law is pregnant. One look at my fiancé's face, and I thought ""oh.. f***...""Sure enough when we went home, it became a huge argument. Why they can have kid already? Why her husband is a CEO's son? Why are they living in luxury? Why her husband is earning close to 10k upon graduation?Well sorry not everyone born with a silver spoon in their f***ing mouth, some of us have to work from the bottom. We have enough and actually should be grateful that we're pretty well off. If she wants to start trying for a kid, that can be arranged, I'm already saving up anyways. Plus it's HER that says she's not ready to have a kid yet cuz she wants to pursue her career first!! I've told her plenty of times, if she's that unhappy with me, she's welcome to break it off, then she's free to find a CEO's son to leech off.But it's always the same story, the next day after a d**k measuring big argument, she would apologise and say that she's actually very happy with me and loves me very much. Then she would return back to being normal and sensible. I've begged her time and again to go see a professional psychiatrist, cuz what her step-mom did to her definitely messed up her brain. And she does know she has this personality switch too. But she refuses cuz she's too proud and doesn't want to let her step-sis and mom found out it affected her this much...I told her to stop following her step-sis on social media already, cuz that will make her more jealous. No, don't want, want to have a fight on how I can't compare up to the CEO's son everytime her step-sis post some new gift she got from the husband... haiz... Again, I love her when she's in her normal mode, but I am toying with the idea of breaking it off cuz I don't want to deal with this the rest of my life... sounds a bit selfish.. but is it? Am I selfish to be tired of constantly compared too? Or to not want to always burst out into a huge fight every time my sis-in-law got a new branded bag?I tell my fiancé already, why she have to compare herself to a obvious gold-digger? She would say s**t like ""a woman's success should not be measured by her man's wealth"", but then complain why her step-sis husband is CEO's son and I'm not? I'm all for women-empowerment but wtf???Haiz... any legit advice? Other than talking with her? Cuz I did, we are actually a couple who communicates well when she's not in her crazy mode.-#102021: https://www.nuswhispers.com/confession/102021",82 ,11 ,0,30,0,44,0,15,0,0,0,1,0,0,0,0,1,1
#102020,2022-02-28,"Hi all,I am a software engineer working in Big Tech. I became a software engineer because I enjoy programming.I recently got promoted to a more senior role, and I realized that I am no longer doing as much dev work as I want to and have to focus more on high-level design solutions, which I find to be boring.I am starting to think about quitting and joining another firm or an early-stage start-up where I can do more dev work.This is also a dilemma for me because I realize that the higher I get promoted, the less dev work I will do, and I am reconsidering my career choice on whether software engineering is even the right career path for me because I realize that the higher I climb, the more unhappy I will be. May I check if any of you have had the same dilemma before and any advice that you have for me?Thank you.-#102020: https://www.nuswhispers.com/confession/102020",14 ,1 ,0,4,0,25,0,0,0,0,0,1,1,0,0,0,0,0
#102017,2022-02-28,"It AMAZES me to hear of the kind of drama that happens among ppl in my cohort (not gonna reveal which year or course; but if you know, you know). idk how true all the toxic rumours/gossip are, but for the one particular story I heard, if what I heard really is true, then if I were the person involved, I would just take a gap yr and start off on a clean slate. Her actions backfired so badly and now her reputation sounds like absolute garbage (based on what I heard from multiple ppl). Can't imagine how I would have to deal with the rest of my cohort if I were in her shoes. Her private identity on an online forum got leaked (the leak must have spread pretty rapidly and I suspect that news of the leak got back to her because she eventually deleted her forum account shortly after). For my group's sake, I hope she takes a gap year as I don't even wanna entertain a remote chance that she would be transferred to my group in AY 22/23.-#102017: https://www.nuswhispers.com/confession/102017",0 ,9 ,3,0,0,7,0,0,1,0,1,0,0,0,0,0,0,0
#102016,2022-02-28,"I would like to ask, for people who went through divorce, how did you stay strong with the courage to move forward? I’m tired of my husband constantly accusing me of cheating and bringing up the past incidents. I have mentioned to him that our love language is different and I keep asking him to try, but his response is, aiya we together so long already, any couple old already also same like us one. I still love him, but more of a friend than a lover. I care for him. However he can’t handle divorce maturely, he blocked me on everywhere possible and we have a kid together. Sometimes I want to convey information to him is also frustrating. It’s like it’s the wrong love and we are not getting any younger. I don’t want to be treated like this for the rest of my life. Yet a part of me is sad to let a marriage go. It’s like I look at him and I know that this marriage just won’t work out. He treats me nicer as a friend. I feel that as a friend I am first class citizen but as a lover I dropped to third class citizen. People who went through divorce, please share how you’re able to pull through it?-#102016: https://www.nuswhispers.com/confession/102016",19 ,2 ,0,9,0,14,0,8,0,0,0,1,0,0,0,0,0,0
#102015,2022-02-28,How to tell a friend that I’ve been having desires of him without ruining anything?-#102015: https://www.nuswhispers.com/confession/102015,29 ,2 ,0,0,4,10,0,2,0,0,0,1,0,0,0,0,0,1
#102014,2022-02-28,"Is a single income of 100k per year enough for a family of 4-5 to live in Singapore?I am turning 33 this year and my wife is 1 year younger and in early pregnancy with our 1st child. We have discussed and she has plans to quit the workforce and be a full time stay home mum when the child is born. In the last 2 of her jobs, she was unlucky to be in toxic workplaces and it has pretty stressed her out. We had also agreed that it is good she would take care and be fully present for our kids during their growing up years and it will allow me to concentrate on my career also. We have plans to have 2-3 kids eventually. She currently earns about 60+k per year and we won't have this income anymore in a few months' time. For myself, I earn slightly above 100k per year but I foresee that the future increases in the next few years won't be substantial as I am nearing the ceiling of the market rate for my type of job. Unless I go into management or totally change industries, which is really not my preference.Our home is currently a 5 room resale flat with monthly payment of 2.5k per month for the home and reno loan paid with CPF and cash. We have no plans to change houses for a long time as the place is big enough even with 3 kids. Insurance about 500+ per month for the both of us and I believe it will go up as more kids come along. Other than these, we have no other major fixed expenses. We also have no other passive or investment income as we are not experts in investments and most of our savings have went into the house and wedding and our remaining funds need to be saved for the future kid's expenses. I might get a used car for transport if we have 2 or more kids, but it is still early days.I would like to ask for any advice esp for folks with a young family and who have done it on a single income, is my income of 100k alone enough to support a family of 4-5 people in Singapore?-#102014: https://www.nuswhispers.com/confession/102014",110 ,21 ,0,0,22,64,0,0,0,0,0,1,0,0,0,0,0,0
#102010,2022-02-28,"TLDR: How do I get female friends when I'm too good looking?I don't have a female bestie because most girls are jealous of my beauty. Just being realistic here - I'm not overconfident or arrogant. I'm kinda low profile and introverted, but have over 50K followers on ig - but none of them are my best friend. I feel very lonely and have been wondering what's wrong with me and what I can do.Other pretty girls will gossip about me and they seem to be very jealous, always wanting to compete, while those who are not as pretty (not judging here please), they don't want to make friends with me as they see me as a threat. Just a short rant - They will stay away from me when they are taking photos and I feel left out. I always end up being their driver. I feel sad because I would always treat them to fancy meals but none of them have even ever offered to treat me to a cup of drink. Maybe they think it's ok to treat me like that because I'm from a well to do family, and that I probably don't feel anything. I try so hard to make female friends but some of them end up taking advantage of me. Usually I will offer to pay the bill first when I hang out with new friends, and even after promising to pay me back, they will just ""forget"" about it and I'm too shy to ask them back.I wish I could make some good girl friends to hang out with, go shopping and take a lot of selfies together and treat one another as sisters. Help!-#102010: https://www.nuswhispers.com/confession/102010",89 ,14 ,0,14,41,28,0,0,0,0,0,1,0,0,0,0,0,0
#102011,2022-02-28,"As we approach the job-application-spamming season, I thought as an interviewer I should just say this again: DON'T PAD YOUR RESUMES. I recently had an applicant who wrote ""Financial Regulator: Ensured the steady and uninterrupted flow of financial transactions from more than 50,000 clients over a 3-month period"". When I asked where, he said ""7-Eleven"". He was a cashier.Bottom line: if you write about something in your resume, be prepared to be asked about it. Another interviewee I had last month was clearly taken aback when I asked about his volunteering experience at a childcare center, and fumbled his answer, making himself sound like a pedophile: ""As a kid, I spent a lot of time at childcare centers, and was touched by the kindness of the teachers there, so it inspired me to touch as many children as possible."" Most companies don't care about volunteering stuff so it's best to leave those out if you are not prepared to talk about it. Lastly, to female applicants, unless you are applying to social escort companies, there is NO NEED to flaunt your cleavage/bare shoulders in your resume photo. Any other pointers for our graduating batch?-#102011: https://www.nuswhispers.com/confession/102011",59 ,72 ,0,0,213,119,0,0,0,0,0,1,0,0,0,0,0,0
#102008,2022-02-28,"My boss promoted a less qualified colleague over me. Its not like I really wanted the promotion but it's an insult and slap in the face that a less qualified colleague with half the workload got recognized as the one who deserved the promotion. It wouldn't feel so bad if the workload is redistributed now that she got promoted. But here I am again shouldering the brunt of the work, attending so many meetings and having to answer on her behalf for work not done, when it's so obviously her job but everyone is expecting me to pick up the pieces. As an NUS alumni, I feel so sad for the next gen of grads who would have studied hard for so many years, only to be overlooked, for foreigners who can't even craft a decent piece of writing.I know it's so innocent of me to assume that hardwork and effort will get you promoted. But to experience this in a highly regarded financial institution, it's shameful.-#102008: https://www.nuswhispers.com/confession/102008",66 ,7 ,0,19,0,85,0,12,0,0,0,0,0,0,0,0,1,0
#102007,2022-02-28,"Need to rant here.Seriously I have colleagues who are married with kids and the company arrangement is such that we return every alternate week to the office. When in office these colleagues are friendlier and more polite but become evil monsters whenever they work from home. They will get panic attacks while working from home and then call and yell for small things that are not time sensitive. Or when on phone calls, their kids are screaming in the background and they would take it out on the other person on the line. Why this kind of double personality?  Don’t understand. Pls enlighten.-#102007: https://www.nuswhispers.com/confession/102007",11 ,4 ,0,0,11,20,0,0,0,0,0,1,0,0,0,0,0,0
#102006,2022-02-28,"I have always considered myself an okay person, but something happened today that made me rethink that self-appraisal. I was standing outside a packed train, waiting for the next one, when one dude flew out of nowhere and flung himself at the closing doors. He didn't make it, the doors slammed shut in his face, and he uttered the most extraordinarily fluent string of curse words I have ever heard in my life: F*** my f***ing, f***ing f*** of a f***ed-up, f***-off f*** life! (x2)I felt bad, not for him but for myself, because I am trying and failing to suppress my laughter as I write this post on the train. Is it wrong to find happiness in the misfortunes of others?-#102006: https://www.nuswhispers.com/confession/102006",19 ,10 ,0,0,53,21,0,0,0,0,1,0,0,0,0,0,0,0
#102004,2022-02-28,"I have a 6 year old kid with a previous fwb, we met on tinder when he was in the army and hooked up quite a few times at my place (my parents were rarely in Singapore those days). We always used protection so it was a surprise when I got pregnant and unfortunately we'd ended things a couple of months before I discovered I was pregnant. I'd deleted his number and contact so there was no way to get to him.I'd decided to bring the kid up with the help of my parents and delayed matriculation for a year to settle things down. It wasn't easy getting through NUS with a kid, it was easier in y1 but I eventually lost steam throughout the semesters due to kid commitments and stuff (I'm graduating this year, managing to get a second lower somehow but barely...)I saw my fwb a couple of days ago in school, seems like he works in NUS but I'm not sure if I want to reach out to him. I don't want anything from him but I thought maybe he'd like to meet his kid. He's not from a well of family and my family is definitely high SES so my parents were also very against getting him to pay since even though it was both our decision to be fwbs they said we should shoulder responsibility as proportionately as possible. And in this case they saw it fit that we bring the kid up? They were pretty against aborting it as well.I'm very thankful for my parents for being so crazily understanding to this situation and they were open to him meeting his kid but I'm not sure how he will take to knowing he has a boy... I'm just posting here to see if there's some advice on how to approach this problem. For the record I really don't want anything from him and I haven't talked to him in a very long time, we split on good terms but we decided to end things there because we saw that it wouldn't work out. We were dating first then we kinda decided we were better as fwbs, and towards the end we were both starting to see someone seriously at the time and decided it would be good to cut things here. Mine didn't work out for factors that weren't related to my pregnancy but idk how his situation went.Just looking for some advice, thanks!-#102004: https://www.nuswhispers.com/confession/102004",48 ,12 ,0,22,14,84,0,0,0,0,0,1,0,0,0,0,0,0
#102002,2022-02-28,"Hi. Just want to rant. I am regretting my marriage so much I am contemplating a divorce. I married my husband because I thought he has the same values in marriage as me.Frankly, I don’t care how much a guy earns. We can always work hard together for our financial goals. The most important to me is to have a husband who will be able to spend time with me and our children. I thought he was that guy. But now, it feels as though his career is top priority. Choosing to meet & train his guys last min instead of spending time with me and baby. Hey. I am perfectly fine if there’s planning involved. If this training was schedule. It is fine. But he is meeting them at NIGHT. LAST MIN. Choosing to meet his friends also. At NIGHT. LAST MIN. I hate it. Night time is the only time we have to spend with each other and our child. It is time that I have planned to be free & empty so we can spend time with our child after fetching him from infant care. Why can’t you leave it empty as well? You have been doing this so frequently that your son has some separation anxiety. Whenever he gets to see you, he would be so happy and not want to leave your arms. At the beginning, you told me that you wish to work hard for the family. But working so hard and missing your child’s milestones? Missing the chance to bond with your child?  He sees you so infrequently that when he grows up, you would only be a stranger that he calls daddy. What is the point? I am very tired with all this. I have told him so many times that I don’t like this. But he still repeats. I’m really very very tired.-#102002: https://www.nuswhispers.com/confession/102002",81 ,23 ,0,25,15,44,0,0,0,0,1,0,0,0,0,0,0,0
#102001,2022-02-28,I’m having a physical affair with my helper. I know this is wrong but I don’t know what to do. This started mid last year and we both secretly get together whenever we are alone at home. I started developing feelings for her when once she helped me with a body massage. Things escalated from there and now I’m unable to stop myself. We click very well and i think there’s a big attraction between us.We do keep our personal moments off from the family time. When it comes to her work and household chores she takes care of everything very well. She has never taken advantage of the situation and failed to work properly because of our affair. The problem is i think my mum (staying with us) sensed something recently and ever since she has been insisting on sending our helper back home. She keeps finding fault with her which was not the case in the past. I really don’t want her to be sent back as this is not her fault. She has a family to feed back home and i feel very guilty. But I can’t speak about this to anyone. I can’t even bring myself to ask my friends for advice. I’m also very worried that my mum might say something about this to my husband. Till date he hasn’t sensed anything and I didn’t deprive him of anything because of what i get with our helper. But I’m just very scared and worried. I still love my husband and i care for our helper too.-#102001: https://www.nuswhispers.com/confession/102001,325 ,308 ,0,0,159,113,0,0,79,0,1,0,0,0,0,0,0,0
#102000,2022-02-28,"Dear all, would like to have your advice.TLDR : Almost 5 years of relationship crashing down due to differences in values and rejection from her family.Me and my GF met 9 years ago through an event and got together around 4 years later, things picked up pretty quickly and now we’re in the early 30s. Both of us have a stable income and we don’t spend on luxury items (except gifts on special occasion) but we do spend more on food and travel. Side note is our taste buds and hobby are in sync throughout (Sports and Entertainment) for this whole r/s. Hence money is not an issue for us to start a family.Somewhere in the 1st or 2nd year of relationship she hinted to me on being childless, I thought  it was due to health issues and said I will accept if really can't have. Sorry that I shouldn't have said that easily. As time went by the childless mindset got stronger until the 3rd year of our r/s. We had a deep talk and almost broke off, but we stayed on as she said she would reconsider. So we continued to move on peacefully. The reason for her wanting to be childless is due to the stress of raising a child in SG (worrying the child may grow up bad, born with limited capabilities, raising and guiding). However I reassured her numerous times that we are in this together and she will never be alone.As for intimacies, we do have a good time but we have never had s** as I respect her decision.Moving on to family issues, I am a Malaysian and she's a Singaporean (We are staying apart in SG). Her family has been rejecting of me up till today because I am not a local born Singaporean. I have converted to Singaporean Citizen trying to resolve this but to no avail. Instead, now they call me unfilial (for not taking care of my parents in Malaysia) and traitor (for giving up Malaysian citizenship). I have neither entered her house nor had a meal with her parents since the 1st year of our r/s.As for my family, they're very welcoming of her because she's my 1st GF. It was awkward at first, but they started treating her like DIL very fast. My dad who passed away a few months ago did ask about her many times while I was by his sick bed for almost 2 months.Actually my GF also fought for us to stay together with her parents and both sides don't give way resulting in their limited communication since then. So I do understand the difficulties she's facing with them.Lastly, this blew up again as we're having trouble getting a BTO/SBF while balloting continuously for 2 years and I brought up the about getting a resale / condo (2nd hand) and child.I believe now the final decision is on me to either give up the future child OR her. And of course I foresee that we're probably not getting married until 4 years later (optimistically) for new house. It is very hard to find someone who is this in sync with me.Drop me your decision if you’re me by casting your vote, ""Care = Stay with her"" OR ""Wow = leave her"".Sorry for wasting your time and thank you for your opinion.-#102000: https://www.nuswhispers.com/confession/102000",46 ,3 ,0,52,0,14,0,0,120,0,0,1,0,0,0,0,0,0
#101993,2022-02-28,"I don’t know if my boyfriend is becoming a gold digger or if he just doesn’t love me anymore…. We have been dating for 11 months now. Both in our early 30s, working full-time and financially independent. For context our salary are in the same range (4-5k). However, our backgrounds are vastly different. He had a more frugal lifestyle while growing up. This did not matter to me at all as I very well knew that I was fully capable of supporting myself financially.But recently I felt that he isn’t putting in as much effort as I am and it feels like he is becoming a gold digger. We planned to dine at a japanese restaurant for Vday, he knew I was looking forward to it. But he cancelled on me last minute and the reason was he had to console his friend who broke up the day before (guy friend). That was when I realize, I am never his priority. He had to console his friend while abandoning his girlfriend on Valentines? I was pissed and we had a fight. He ended the fight by saying he will make up to me on the 15th. So on 15th we had dinner and exchanged our Vday gifts. Now this is the part where I got really pissed off. Obviously on Vday there should be effort put in from both sides no? I bought him a shirt and necktie from a high-end brand. But guess what he bought me? Just a few normal chocolates and 1 stalk of flower. Not saying he has to get me something expensive from a high-end brand too but at least show me that he had put in the effort to get a better gift, especially when he knew I will be getting something in the mid-range for him. We had agreed on a $100 budget each for our Vday gifts too! Plus it is also not the first time that this happened. For Christmas last year I got him a Secret Lab chair (he kept hinting that he wanted it, saying things like “If only I can get a SL chair for Christmas”. He did not just say say only as afterwards he kept showing me the picture of the chair he wanted). 2 weeks before Christmas, he accidentally went into my inbox and saw the order confirmation mail so he already knew I bought the chair for him. In return he gave me a pair of Nike sneakers. Often I would also buy food and desserts for his family when I went over. But when he comes over to my place, he never once bought anything, at most he only bought 2-3 packets of food when we had dinner on New Year’s Eve. Yesterday, I confronted him about the differences of our spending for each other but he brushed it off by saying he was brought up to be frugal, cannot change one. When I asked him if I should lower the price of my gifts to him to match his, he said no he rather receive expensive gifts than cheap ones that he will not want or use.I don’t know what to do, I still love him but it feels like he don’t bother to put in effort as he enjoys the feeling of just receiving and not giving. But it can’t be only one party giving in a relationship right. I also cannnot understand why is his friend more important than me on Vday. I don’t feel loved by him anymore. What should I do?-#101993: https://www.nuswhispers.com/confession/101993",143 ,28 ,0,0,47,54,0,0,16,0,0,1,0,0,0,0,1,1
#101986,2022-02-28,"Why do CCAs, clubs and all by default have access to our email when we have never subscribed? Isnt it their marketing departments job to get us wanting to sign up for their news letter? My emails are always flooded and distracted by club and CCA spam, I missed some emails because of them and am so frustrated by this!! >:|-#101986: https://www.nuswhispers.com/confession/101986",4 ,1 ,0,1,0,4,0,0,0,0,0,1,0,0,0,0,1,0
#101985,2022-02-28,Transgender medical care is so terrible here. I had done male to female gender reassignment - not disclosed in Singapore but in another country where I am a resident. I went to a clinic and the doctor asked if I can unrobe for further examination. Then she looked confused. I told her I had done gender reassignment.I asked for a certain prescription and she said she can't give it to me since I am listed as male on my ID. What the f! Can already see I am female right and I need my progesterone and estradiol dosage right? What am I supposed to do then.-#101985: https://www.nuswhispers.com/confession/101985,43 ,7 ,0,15,22,17,0,0,0,0,0,0,0,0,0,0,1,0
#101983,2022-02-28,"Some time back a grab driver asked me for my number, I didn't give on the spot but after some time I contacted grab support and had them passed my number to the driver. It's been a few days and the driver didn't text me. Does it mean the driver lost interest??-#101983: https://www.nuswhispers.com/confession/101983",33 ,6 ,0,0,71,20,0,0,0,0,0,1,0,0,0,0,0,1
#101981,2022-02-28,"I'm growing tired of my best friend.We met in secondary school and he was my best friend every since. We had a lot to talk about despite our differences. Over the last few years, I find myself getting increasingly irritated by his lack of maturity. We are both 35 now and bro I'm seriously sick of your horrible lack of general knowledge and growing-up.You can't even speak clearly. Your words are always so vague. You run away from commitments. Your mum does everything for you. You get upset with a little bit of criticism. You can't treat your girlfriend right.The time you caused a split in our group bcus you spilled a secret that you were specifically instructed not to tell. What's the deal man?! Is it you want to be hero? The times you twisted a story and made me look bad in front of your parents bcus you didn't want to face the music. The time we went on a double date and your sister called to say your parents are fighting and ignoring each other. You abandoned your gf to rush home. For what?! What can you do even if you go home?! My wife and I feel so sorry for the girl. When we hang out all you know is talk. You talk and talk and talk. I see your gf ordering the food, getting the utensils and sauces and paying the bill. I wanted to smack you on the head man.The time we went to eat Korean bbq and you poured the raw meat over a pile of cooked meat. When our mutual friend nagged at you for it, you couldn't take it. To be honest. You deserved it.The time one of our friends said he is into architecture lego and you burst out laughing insulting that legos are for children. You said the only legos you know are those big bricks for kids. You didn't know there are legos in the shape of worldly landmarks. Isn't that general knowledge?The time you said the bto in clementi is only 100k. I'm not sure what world you are living in. It's OK to not know stuff but instead of brushing up on your general knowledge, you spend all your time reading love novels.The time when I said I needed to buy a bulb because the one at home blew. You said to call and electrician. Not sure this is lack of general knowledge or common sense. I'm guessing your mum does everything for you to the point you never had to take care of anything. You don't even buy your own shaver. Due to your very poor general knowledge  I have to stop every 5 mins in our conversations to explain things to you. I was okay with that in the past but I'm getting tired. You have the general knowledge of a 10 year old. For all the times you blamed everyone instead of yourself. Hey. It's never your problem right? You make reference to Disney characters maybe a quarter of the time. Don't get me wrong. I'm like Disney too. The time your gf had enough of you and broke up with you. You called me and said the girl must have been brainwashed to break up with you. Seriously?? Brainwashed?? I think she had been brainwashed to stay so long with you lol. Instead of looking in the mirror you trash your gf the first chance you got? You cna never be trusted to do anything. You have no sense of responsibility. You have never taken care of anyone or anything. You colleagues are so nice to pick up after you screwed the projects. Most people who have been fired. There is so much more... You need to grow up man. You have lost all your friends. No one wants to talk yo you. No one wants to hang out with you. Your ignorance is just unbelievable. Don't make me leave you too. I'm getting tired of you.Revently I get frustrated everytime I talk to you. I really try very hard to not to. What should I do?-#101981: https://www.nuswhispers.com/confession/101981",56 ,14 ,0,10,29,57,0,0,0,0,0,1,0,0,0,0,1,0
#101978,2022-02-28,"Anyone here finding it hard to stay in love with your other half when there is a lack of emotional connection? Girlfriend and I do not have the same interests (sports, music, art), nor do we share the same background (school, religion, upbringing) so we don't have many common topics. We have talked about it and we are both partially disengaged. We just started dating through CMB for approximately a year. We both want to settle asap. Any tips to help this rs last?-#101978: https://www.nuswhispers.com/confession/101978",25 ,1 ,0,0,0,14,1,0,0,0,1,0,0,0,0,0,0,0
#101977,2022-02-28,If your professor does not want to tell you what exactly he wants you to do and keep telling you things you don't understand and he does not explain properly when you ask about it. Is that counted as real advice as a supervisor for your FYP? What if I brought this up to the dean of department?-#101977: https://www.nuswhispers.com/confession/101977,1 ,2 ,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0
#101975,2022-02-28,"I need some advice from the general public without exposing myself in case I have broken the law. Due to the rise in costs and zero pay increases, with many mouths to feed and many expenses to pay... I have picked up a second job without informing either employer. However one is self employed and the other is a more of a traditional office job but work from home and in a different industry. Am I allowed to do so ? After all it's not good to my family if I have to pay any fines or serve jail time... I just wanted to give my family a better life and be able to eat a little better every now and then. Currently we are barely making ends meet and on some days me and my SO have to eat instant noodles just to make sure the young and old have proper food. Hope to hear from you guys. - desperate Singaporean--#101975: https://www.nuswhispers.com/confession/101975",44 ,4 ,0,49,0,36,0,23,0,0,1,0,0,0,0,0,0,0
#101974,2022-02-28,"Should I go for the interview? (SE intern btw, for mnc)Honestly I fked up the 1st interview, cant ans qns properly, not even to simple data structures qns, ask algo complexity qns I'm like idk this and that, told them that I was weak at these stuff. Then during live coding interview took so long to do even though it was a simple straight forward qn. Broke down after the interview cos I was so stressed at 4 ppl (they didnt inform me beforehand that there was gonna be more than 1 person) looking at me through the screen and flunking the interview, prob the worst candidate tbhBut somehow they still called me for a 2nd interview with the hiring manager, should I go? I dont even know if im competent enuf, but I'm really grateful for even an interview so shld I just go first and see? Maybe they just wan to see me for fun or something, idk  honestly v low chance of hiring me anw, I may not be able to live up to their expectations also-#101974: https://www.nuswhispers.com/confession/101974",43 ,3 ,0,0,0,23,0,0,0,0,0,1,1,0,0,0,0,0
#101970,2022-02-28,"Hoping for some advice here. I never thought I would be in a same sex relationship but I did. And it was my first relationship.  We are bi and she was my school mate in uni. We met through CCA and we were like best friends often going out for lunch/dinner and texting each other every day. After a semester, our time table clashed and we couldn’t meet as often anymore. We dated for about 1.5 years and a few months ago, we broke up. She started seeing a guy soon after and I felt really sad. But I took up her offer when she said that she still want to be friends with me. Currently, we are still texting each other everyday and meeting for a meal at least once a week. Is this even normal? I feel like I still have feelings for her but should I let her know?-#101970: https://www.nuswhispers.com/confession/101970",27 ,1 ,0,0,6,10,4,0,0,0,0,1,1,0,0,0,0,1
#101966,2022-02-28,"Dear admin, please share my post! My husband has cheated before, both before, during and even now that I have birthed 2 kids. How do I find that trust again? Why do I find myself not having the strength to leave? What would you if you were me? I know he has been cheating, I have anonymous people reaching out to me, even though I can’t find any evidence on his phone, I am convinced he is still cheating on me but if I choose to make it big, can I accept the consequences of having my kids grow up without a father? Dilemma!!!-#101966: https://www.nuswhispers.com/confession/101966",52 ,9 ,0,12,0,10,0,5,0,0,0,0,0,0,0,0,1,0
#101963,2022-02-28,"I've dated this nice girl for close to 4 years before we broke it off. We were pretty stable at the start. Love was there, finances were of no issue and it was mostly us splitting bills. Were there for each other during our ups and down.Met her parents, she met mine. Family was okay. I even went on multiple trips/holidays with her. One of which was with her family too. Even planned our future together etc. But ever since COVID started, our relationship became really rocky. We started meeting less too. She kept comparing me to guys who can afford things for their gf etc. She occasionally sends me insta pictures of her friends have certain item etc.Like ok, can't you see I'm saving for our future? For a house? So that we can live comfortably instead of splurging on luxury products? She said I've changed and I didn't used to be like this. Are you kidding me? Come on, when we first started dating I was a pretty average person who tried to scrimp whenever I could. You were still there for me, we gave each other support but now when I'm a little financially stable, you suddenly want all these things.Perfume, bags, even a MacBook? Can't you buy these for yourself? I still pretty much gave in to her. Whatever she wanted, I tried my best to deliver it. Gifted her a Chanel handbag because she wanted one for her birthday. And what did you get for my birthday? Nothing. That's right. No dinner, no gifts, nothing but just a congratulatory text message saying I'm older. It felt like for most of the past year I was giving instead of the one receiving. It no longer felt 50-50 but more like 80-20. This is a stark contrast to our first two years together. I'm glad I cut my losses before it's too late. I really don't understand what changed her throughout the years though. Is it the ""don't settle anything for less"" movement? Or maybe I wasn't romantic enough that caused her to be turned off?Guys here should really know their worth. I think there are a few out there possibly in the situation as me. If you are able to do most of the traditional ""manly"" tasks: paying for stuff, fixing up things, driving and on top of that care for your gf, cook for her etc but all she has to offer is the occasional sex and a little love then you really should re-evaluate your relationship. Unless she's really that good in bed that you can't substitute it with anyone else.Have a great valentine's day. See you guys in the gym.-#101963: https://www.nuswhispers.com/confession/101963",53 ,10 ,0,14,14,99,0,0,0,0,0,0,0,0,0,0,1,1
